CDS                                                       ,dN/dS,dN,dS,Species Pair
mini.cds.fasta_GLEAN_10017441-croc.cds.fasta_GLEAN_10017441,0.4579,0.0054,0.0117,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017442-croc.cds.fasta_GLEAN_10017442,0.3099,0.0014,0.0046,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017444-croc.cds.fasta_GLEAN_10017444,0.1191,0.0022,0.0189,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017447-croc.cds.fasta_GLEAN_10017447,0.2961,0.0027,0.0093,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017448-croc.cds.fasta_GLEAN_10017448,0.3578,0.001,0.0028,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017452-croc.cds.fasta_GLEAN_10017452,0.6774,0.0035,0.0052,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017453-croc.cds.fasta_GLEAN_10017453,1.1295,0.0063,0.0055,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017456-croc.cds.fasta_GLEAN_10017456,0.4708,0.0038,0.0081,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017460-croc.cds.fasta_GLEAN_10017460,0.1843,0.0021,0.0113,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017461-croc.cds.fasta_GLEAN_10017461,0.1611,0.0009,0.0058,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017462-croc.cds.fasta_GLEAN_10017462,0.2086,0.0024,0.0115,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017463-croc.cds.fasta_GLEAN_10017463,0.6488,0.0046,0.0071,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017465-croc.cds.fasta_GLEAN_10017465,0.0516,0.0005,0.0091,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017467-croc.cds.fasta_GLEAN_10017467,0.3236,0.0055,0.0169,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017468-croc.cds.fasta_GLEAN_10017468,0.3617,0.0062,0.0171,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017469-croc.cds.fasta_GLEAN_10017469,0.0801,0.0008,0.0098,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017470-croc.cds.fasta_GLEAN_10017470,0.2349,0.0026,0.0109,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017471-croc.cds.fasta_GLEAN_10017471,0.0709,0.0006,0.008,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017475-croc.cds.fasta_GLEAN_10017475,0.4943,0.0042,0.0084,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017477-croc.cds.fasta_GLEAN_10017477,0.1503,0.0011,0.0074,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017482-croc.cds.fasta_GLEAN_10017482,0.3711,0.0033,0.0088,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017484-croc.cds.fasta_GLEAN_10017484,0.1473,0.0012,0.0084,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017486-croc.cds.fasta_GLEAN_10017486,0.2113,0.0012,0.0058,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017488-croc.cds.fasta_GLEAN_10017488,0.4491,0.0022,0.005,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017491-croc.cds.fasta_GLEAN_10017491,0.236,0.0024,0.0101,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017492-croc.cds.fasta_GLEAN_10017492,0.1558,0.0011,0.0068,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017493-croc.cds.fasta_GLEAN_10017493,0.6492,0.0013,0.0019,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017494-croc.cds.fasta_GLEAN_10017494,0.1706,0.0025,0.0147,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017496-croc.cds.fasta_GLEAN_10017496,0.2436,0.0027,0.011,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017497-croc.cds.fasta_GLEAN_10017497,0.0767,0.0006,0.0079,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017499-croc.cds.fasta_GLEAN_10017499,0.1023,0.002,0.0192,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017500-croc.cds.fasta_GLEAN_10017500,0.1999,0.0037,0.0186,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017501-croc.cds.fasta_GLEAN_10017501,0.3299,0.0029,0.0088,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017502-croc.cds.fasta_GLEAN_10017502,0.2116,0.0021,0.0101,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017504-croc.cds.fasta_GLEAN_10017504,0.245,0.001,0.0039,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017505-croc.cds.fasta_GLEAN_10017505,0.164,0.0013,0.0081,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017506-croc.cds.fasta_GLEAN_10017506,0.3045,0.0031,0.01,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017507-croc.cds.fasta_GLEAN_10017507,0.3374,0.0006,0.0019,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017508-croc.cds.fasta_GLEAN_10017508,0.0988,0.001,0.0098,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017509-croc.cds.fasta_GLEAN_10017509,0.1177,0.0019,0.0162,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017512-croc.cds.fasta_GLEAN_10017512,0.5467,0.0051,0.0093,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017516-croc.cds.fasta_GLEAN_10017516,0.3991,0.0022,0.0056,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017517-croc.cds.fasta_GLEAN_10017517,0.3166,0.0022,0.007,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017518-croc.cds.fasta_GLEAN_10017518,0.1868,0.0016,0.0084,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017519-croc.cds.fasta_GLEAN_10017519,0.0687,0.0009,0.013,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017520-croc.cds.fasta_GLEAN_10017520,0.3966,0.0047,0.0119,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017521-croc.cds.fasta_GLEAN_10017521,0.3206,0.001,0.003,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017525-croc.cds.fasta_GLEAN_10017525,0.2412,0.0016,0.0064,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017526-croc.cds.fasta_GLEAN_10017526,0.6669,0.0015,0.0022,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017528-croc.cds.fasta_GLEAN_10017528,0.1348,0.0009,0.0065,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017531-croc.cds.fasta_GLEAN_10017531,0.0604,0.0005,0.0081,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017532-croc.cds.fasta_GLEAN_10017532,0.6548,0.0029,0.0044,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017533-croc.cds.fasta_GLEAN_10017533,0.5622,0.0012,0.0021,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017535-croc.cds.fasta_GLEAN_10017535,0.1524,0.0005,0.0033,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017539-croc.cds.fasta_GLEAN_10017539,0.2289,0.0013,0.0058,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017542-croc.cds.fasta_GLEAN_10017542,0.0372,0.0003,0.007,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017544-croc.cds.fasta_GLEAN_10017544,1.5372,0.0063,0.0041,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017545-croc.cds.fasta_GLEAN_10017545,0.1531,0.0008,0.0051,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017546-croc.cds.fasta_GLEAN_10017546,0.321,0.0025,0.0078,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017547-croc.cds.fasta_GLEAN_10017547,0.1896,0.0016,0.0086,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017548-croc.cds.fasta_GLEAN_10017548,0.2032,0.0034,0.0169,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017550-croc.cds.fasta_GLEAN_10017550,0.1042,0.0013,0.0129,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017551-croc.cds.fasta_GLEAN_10017551,0.3064,0.0021,0.007,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017552-croc.cds.fasta_GLEAN_10017552,0.1657,0.0011,0.0066,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017555-croc.cds.fasta_GLEAN_10017555,0.3281,0.0009,0.0026,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017558-croc.cds.fasta_GLEAN_10017558,0.3115,0.0025,0.008,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017560-croc.cds.fasta_GLEAN_10017560,0.0318,0.0003,0.0095,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017561-croc.cds.fasta_GLEAN_10017561,1.5153,0.005,0.0033,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017562-croc.cds.fasta_GLEAN_10017562,0.3038,0.001,0.0033,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017564-croc.cds.fasta_GLEAN_10017564,0.7083,0.0058,0.0081,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017566-croc.cds.fasta_GLEAN_10017566,0.1525,0.0025,0.0164,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017567-croc.cds.fasta_GLEAN_10017567,0.2476,0.0036,0.0145,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017569-croc.cds.fasta_GLEAN_10017569,0.1581,0.0008,0.0048,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017576-croc.cds.fasta_GLEAN_10017576,0.2916,0.0016,0.0056,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017577-croc.cds.fasta_GLEAN_10017577,0.1468,0.0012,0.0079,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017578-croc.cds.fasta_GLEAN_10017578,0.4839,0.0028,0.0058,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017579-croc.cds.fasta_GLEAN_10017579,0.1497,0.0027,0.0179,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017584-croc.cds.fasta_GLEAN_10017584,0.1748,0.007,0.04,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017585-croc.cds.fasta_GLEAN_10017585,0.1328,0.004,0.0299,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017586-croc.cds.fasta_GLEAN_10017586,0.2018,0.0018,0.0087,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017588-croc.cds.fasta_GLEAN_10017588,0.0829,0.0007,0.0084,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017589-croc.cds.fasta_GLEAN_10017589,0.1676,0.0008,0.005,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017590-croc.cds.fasta_GLEAN_10017590,0.2734,0.002,0.0074,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017594-croc.cds.fasta_GLEAN_10017594,0.4746,0.0095,0.0201,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017599-croc.cds.fasta_GLEAN_10017599,0.6243,0.0015,0.0024,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017600-croc.cds.fasta_GLEAN_10017600,0.7426,0.0118,0.0159,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017603-croc.cds.fasta_GLEAN_10017603,0.2039,0.0022,0.0106,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017607-croc.cds.fasta_GLEAN_10017607,0.2074,0.0035,0.0169,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017609-croc.cds.fasta_GLEAN_10017609,0.5863,0.0034,0.0058,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017610-croc.cds.fasta_GLEAN_10017610,0.6929,0.0176,0.0254,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017611-croc.cds.fasta_GLEAN_10017611,0.8517,0.0134,0.0157,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017612-croc.cds.fasta_GLEAN_10017612,1.7135,0.0131,0.0077,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017613-croc.cds.fasta_GLEAN_10017613,0.1513,0.0014,0.0093,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017615-croc.cds.fasta_GLEAN_10017615,0.0831,0.0011,0.0133,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017616-croc.cds.fasta_GLEAN_10017616,0.3905,0.0031,0.0079,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017619-croc.cds.fasta_GLEAN_10017619,0.4145,0.0023,0.0055,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017620-croc.cds.fasta_GLEAN_10017620,0.3138,0.0006,0.0019,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017630-croc.cds.fasta_GLEAN_10017630,0.2737,0.0039,0.0143,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017633-croc.cds.fasta_GLEAN_10017633,0.2244,0.0009,0.0039,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017635-croc.cds.fasta_GLEAN_10017635,0.0651,0.0006,0.0087,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017640-croc.cds.fasta_GLEAN_10017640,0.0267,0.0002,0.0065,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017641-croc.cds.fasta_GLEAN_10017641,0.6539,0.0054,0.0082,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017642-croc.cds.fasta_GLEAN_10017642,0.0742,0.0012,0.0164,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017643-croc.cds.fasta_GLEAN_10017643,0.5234,0.0076,0.0146,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017644-croc.cds.fasta_GLEAN_10017644,0.2779,0.0109,0.0391,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017645-croc.cds.fasta_GLEAN_10017645,0.3012,0.0059,0.0195,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017648-croc.cds.fasta_GLEAN_10017648,0.0447,0.0003,0.0073,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017651-croc.cds.fasta_GLEAN_10017651,0.0827,0.0006,0.0075,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017658-croc.cds.fasta_GLEAN_10017658,0.0736,0.0019,0.0259,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017659-croc.cds.fasta_GLEAN_10017659,0.1445,0.001,0.0071,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017661-croc.cds.fasta_GLEAN_10017661,0.1228,0.0017,0.014,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017662-croc.cds.fasta_GLEAN_10017662,0.0975,0.0011,0.0117,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017663-croc.cds.fasta_GLEAN_10017663,0.303,0.0011,0.0036,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017665-croc.cds.fasta_GLEAN_10017665,0.21,0.0015,0.0073,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017667-croc.cds.fasta_GLEAN_10017667,0.309,0.0038,0.0124,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017668-croc.cds.fasta_GLEAN_10017668,0.0476,0.0013,0.0264,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017670-croc.cds.fasta_GLEAN_10017670,1.5152,0.0127,0.0084,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017671-croc.cds.fasta_GLEAN_10017671,0.8411,0.0164,0.0195,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017673-croc.cds.fasta_GLEAN_10017673,0.3177,0.0011,0.0035,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017674-croc.cds.fasta_GLEAN_10017674,1.0012,0.0026,0.0026,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017679-croc.cds.fasta_GLEAN_10017679,0.4435,0.0071,0.0161,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017682-croc.cds.fasta_GLEAN_10017682,0.0623,0.0004,0.0058,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017683-croc.cds.fasta_GLEAN_10017683,1.3504,0.0044,0.0033,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017684-croc.cds.fasta_GLEAN_10017684,0.1219,0.0008,0.0067,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017687-croc.cds.fasta_GLEAN_10017687,0.1038,0.0008,0.0082,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017690-croc.cds.fasta_GLEAN_10017690,0.299,0.0014,0.0048,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017692-croc.cds.fasta_GLEAN_10017692,0.1206,0.0013,0.0108,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017694-croc.cds.fasta_GLEAN_10017694,0.1091,0.0013,0.0115,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017695-croc.cds.fasta_GLEAN_10017695,0.1007,0.0011,0.0107,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017697-croc.cds.fasta_GLEAN_10017697,0.0619,0.0007,0.0115,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017698-croc.cds.fasta_GLEAN_10017698,0.1477,0.0017,0.0117,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017700-croc.cds.fasta_GLEAN_10017700,0.296,0.0018,0.0061,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017701-croc.cds.fasta_GLEAN_10017701,0.1099,0.0032,0.0292,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017702-croc.cds.fasta_GLEAN_10017702,0.4215,0.0042,0.01,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017704-croc.cds.fasta_GLEAN_10017704,0.2772,0.0015,0.0053,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017705-croc.cds.fasta_GLEAN_10017705,0.1954,0.0033,0.0169,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017708-croc.cds.fasta_GLEAN_10017708,0.2762,0.0042,0.0152,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017709-croc.cds.fasta_GLEAN_10017709,0.316,0.001,0.0031,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017710-croc.cds.fasta_GLEAN_10017710,0.1524,0.0031,0.0207,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017713-croc.cds.fasta_GLEAN_10017713,0.4006,0.0016,0.0041,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017715-croc.cds.fasta_GLEAN_10017715,0.0629,0.0005,0.0077,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017717-croc.cds.fasta_GLEAN_10017717,0.3252,0.0009,0.0028,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017718-croc.cds.fasta_GLEAN_10017718,0.0896,0.0012,0.0131,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017719-croc.cds.fasta_GLEAN_10017719,0.828,0.0026,0.0032,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017722-croc.cds.fasta_GLEAN_10017722,0.5923,0.0046,0.0077,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017725-croc.cds.fasta_GLEAN_10017725,0.3212,0.0015,0.0046,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017728-croc.cds.fasta_GLEAN_10017728,0.2057,0.0027,0.013,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017729-croc.cds.fasta_GLEAN_10017729,0.3086,0.0053,0.0173,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017732-croc.cds.fasta_GLEAN_10017732,1.5575,0.0066,0.0042,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017735-croc.cds.fasta_GLEAN_10017735,0.4959,0.0043,0.0087,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017736-croc.cds.fasta_GLEAN_10017736,0.154,0.0012,0.0076,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017739-croc.cds.fasta_GLEAN_10017739,0.6781,0.0034,0.005,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017740-croc.cds.fasta_GLEAN_10017740,0.1904,0.0054,0.0281,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017743-croc.cds.fasta_GLEAN_10017743,0.1497,0.001,0.0065,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017744-croc.cds.fasta_GLEAN_10017744,0.3116,0.0012,0.004,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017745-croc.cds.fasta_GLEAN_10017745,0.2112,0.0007,0.0032,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017748-croc.cds.fasta_GLEAN_10017748,0.3107,0.0016,0.0053,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017750-croc.cds.fasta_GLEAN_10017750,0.286,0.0022,0.0076,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017751-croc.cds.fasta_GLEAN_10017751,0.6071,0.0014,0.0024,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017758-croc.cds.fasta_GLEAN_10017758,0.939,0.0049,0.0053,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017762-croc.cds.fasta_GLEAN_10017762,0.5577,0.0021,0.0038,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017764-croc.cds.fasta_GLEAN_10017764,0.2566,0.0033,0.013,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017767-croc.cds.fasta_GLEAN_10017767,0.0929,0.0009,0.0097,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017769-croc.cds.fasta_GLEAN_10017769,0.3207,0.0008,0.0025,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017771-croc.cds.fasta_GLEAN_10017771,0.9097,0.0036,0.004,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017777-croc.cds.fasta_GLEAN_10017777,0.2275,0.0024,0.0105,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017778-croc.cds.fasta_GLEAN_10017778,0.1232,0.0012,0.01,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017779-croc.cds.fasta_GLEAN_10017779,0.2286,0.0024,0.0106,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017780-croc.cds.fasta_GLEAN_10017780,0.114,0.0013,0.0116,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017787-croc.cds.fasta_GLEAN_10017787,0.0675,0.0008,0.0121,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017788-croc.cds.fasta_GLEAN_10017788,0.2233,0.0019,0.0085,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017792-croc.cds.fasta_GLEAN_10017792,0.3275,0.0024,0.0072,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017795-croc.cds.fasta_GLEAN_10017795,0.2483,0.0016,0.0063,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017799-croc.cds.fasta_GLEAN_10017799,0.2855,0.0013,0.0046,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017806-croc.cds.fasta_GLEAN_10017806,0.6618,0.001,0.0015,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017807-croc.cds.fasta_GLEAN_10017807,0.1662,0.0017,0.01,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017808-croc.cds.fasta_GLEAN_10017808,0.2236,0.0009,0.0042,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017811-croc.cds.fasta_GLEAN_10017811,0.326,0.0033,0.01,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017812-croc.cds.fasta_GLEAN_10017812,0.4829,0.0074,0.0154,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017813-croc.cds.fasta_GLEAN_10017813,0.7592,0.009,0.0119,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017814-croc.cds.fasta_GLEAN_10017814,2.9422,0.0249,0.0085,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017816-croc.cds.fasta_GLEAN_10017816,0.1068,0.0006,0.0059,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017817-croc.cds.fasta_GLEAN_10017817,0.2193,0.0013,0.006,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017818-croc.cds.fasta_GLEAN_10017818,0.1399,0.0017,0.0121,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017819-croc.cds.fasta_GLEAN_10017819,0.3317,0.0013,0.0038,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017820-croc.cds.fasta_GLEAN_10017820,0.0622,0.0009,0.0138,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017822-croc.cds.fasta_GLEAN_10017822,0.1592,0.0008,0.0052,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017823-croc.cds.fasta_GLEAN_10017823,0.5035,0.0039,0.0077,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017824-croc.cds.fasta_GLEAN_10017824,0.6239,0.0024,0.0039,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017825-croc.cds.fasta_GLEAN_10017825,0.3491,0.0023,0.0065,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017827-croc.cds.fasta_GLEAN_10017827,0.1459,0.0008,0.0058,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017828-croc.cds.fasta_GLEAN_10017828,0.1658,0.0008,0.005,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017830-croc.cds.fasta_GLEAN_10017830,0.1009,0.0006,0.0057,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017831-croc.cds.fasta_GLEAN_10017831,0.2201,0.0013,0.0061,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017832-croc.cds.fasta_GLEAN_10017832,0.0881,0.001,0.0113,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017833-croc.cds.fasta_GLEAN_10017833,0.1923,0.0041,0.0213,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017835-croc.cds.fasta_GLEAN_10017835,0.0423,0.0004,0.0093,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017838-croc.cds.fasta_GLEAN_10017838,0.04,0.001,0.0258,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017841-croc.cds.fasta_GLEAN_10017841,0.2666,0.007,0.0264,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10017843-croc.cds.fasta_GLEAN_10017843,0.3271,0.0025,0.0078,S. crocotulus-S. miniatus
